person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_term,credit_score,monthly_expenses,co_applicant_income,employment_type,existing_loans,debt_to_income_ratio
25,60000,RENT,3.0,PERSONAL,A,17000,6.91,0,0.28,N,2,12,767,41854,0,Unemployed,3,0.53
23,25000,OWN,,MEDICAL,C,4000,15.27,0,0.16,Y,4,24,704,15589,0,Self-Employed,3,0.76
25,62000,RENT,3.0,VENTURE,A,17000,5.99,0,0.27,N,3,60,632,28527,0,Freelancer,2,0.44
26,65000,RENT,0.0,VENTURE,C,17000,13.47,0,0.26,N,2,48,719,36661,0,Freelancer,1,0.34
23,70000,RENT,1.0,PERSONAL,B,17000,8.88,0,0.24,N,3,36,652,40895,0,Salaried,4,0.53
25,72000,RENT,,MEDICAL,A,17000,7.88,0,0.24,N,3,48,695,26605,0,Salaried,0,0.24
24,75000,RENT,0.0,DEBTCONSOLIDATION,B,17000,12.53,0,0.23,N,2,24,690,48844,21659,Salaried,2,0.36
24,75000,RENT,8.0,EDUCATION,B,17000,9.33,0,0.23,N,3,48,767,47281,0,Self-Employed,4,0.49
23,78000,RENT,5.0,MEDICAL,B,17000,10.99,0,0.22,N,3,12,770,46977,0,Salaried,4,0.47
21,25000,MORTGAGE,2.0,VENTURE,B,3600,9.91,0,0.14,N,4,24,650,9726,0,Unemployed,0,0.14
23,85500,RENT,1.0,EDUCATION,C,17000,13.11,0,0.2,Y,2,36,732,30309,0,Unemployed,4,0.43
22,89004,RENT,7.0,DEBTCONSOLIDATION,A,17000,9.63,0,0.19,N,4,12,697,33129,40577,Self-Employed,3,0.36
26,66300,RENT,0.0,MEDICAL,D,17000,16.77,1,0.22,Y,3,24,609,22356,24345,Freelancer,2,0.41
23,90000,RENT,7.0,EDUCATION,B,17000,10.59,0,0.19,N,3,36,645,60850,0,Freelancer,3,0.36
26,95000,RENT,10.0,EDUCATION,B,17000,11.49,0,0.18,N,3,12,796,60856,0,Freelancer,2,0.28
22,96000,RENT,6.0,PERSONAL,B,17000,11.48,0,0.18,N,2,12,697,32285,47463,Salaried,4,0.39
25,114000,RENT,3.0,EDUCATION,B,17000,10.37,0,0.15,N,3,24,729,65115,0,Self-Employed,5,0.37
26,175000,RENT,2.0,VENTURE,B,17000,9.88,0,0.1,N,3,60,669,69691,58648,Salaried,1,0.13
21,49000,RENT,2.0,PERSONAL,D,16950,18.25,1,0.35,Y,4,12,653,15038,0,Salaried,0,0.35
24,72000,RENT,0.0,DEBTCONSOLIDATION,A,16875,6.54,0,0.23,N,4,12,681,30020,53651,Salaried,5,0.58
26,25000,MORTGAGE,10.0,MEDICAL,A,7000,6.99,0,0.28,N,2,36,666,11900,17919,Self-Employed,5,1.28
23,25000,OWN,5.0,MEDICAL,A,7200,8.49,0,0.29,N,2,48,605,7700,0,Unemployed,5,1.29
22,34819,RENT,2.0,PERSONAL,B,16800,10.99,1,0.48,N,4,24,629,14954,17155,Freelancer,5,1.2
22,50000,RENT,1.0,MEDICAL,B,16800,12.53,1,0.34,N,3,24,715,29007,19741,Salaried,5,0.84
22,25000,MORTGAGE,4.0,EDUCATION,A,1800,8.49,0,0.07,N,2,60,660,9784,0,Self-Employed,5,1.07
24,55000,RENT,8.0,MEDICAL,B,16800,,1,0.31,N,4,60,681,27167,0,Salaried,4,0.67
22,60000,RENT,2.0,MEDICAL,C,16800,14.65,0,0.28,Y,4,24,691,39301,0,Unemployed,0,0.28
24,60000,RENT,8.0,EDUCATION,A,16800,6.54,0,0.28,N,2,60,695,18681,18476,Self-Employed,3,0.53
23,60000,RENT,0.0,MEDICAL,C,16800,13.85,0,0.28,Y,2,36,737,36855,22496,Unemployed,0,0.28
26,54000,RENT,3.0,MEDICAL,D,16800,12.67,1,0.31,Y,3,24,625,24492,0,Salaried,2,0.5
22,25000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3000,9.99,1,0.12,N,3,60,708,12911,0,Freelancer,4,0.92
22,66000,RENT,6.0,MEDICAL,C,16800,13.49,0,0.25,Y,3,24,717,25895,0,Self-Employed,3,0.48
22,58650,RENT,6.0,MEDICAL,D,16800,16.77,1,0.24,N,2,48,729,31177,16494,Self-Employed,2,0.46
24,74000,RENT,1.0,HOMEIMPROVEMENT,D,16800,15.65,1,0.23,Y,3,12,609,43828,42849,Self-Employed,0,0.23
26,97000,RENT,11.0,HOMEIMPROVEMENT,B,16800,12.42,0,0.17,N,3,24,692,36919,0,Salaried,5,0.43
26,97000,RENT,4.0,MEDICAL,A,16800,6.17,0,0.17,N,4,12,765,42418,0,Salaried,0,0.17
23,103000,RENT,4.0,DEBTCONSOLIDATION,C,16800,13.11,0,0.16,N,4,60,675,54276,0,Salaried,3,0.31
24,125000,RENT,8.0,VENTURE,B,16800,12.42,0,0.13,N,4,12,704,58339,0,Freelancer,2,0.21
25,25000,OWN,5.0,HOMEIMPROVEMENT,C,2000,14.17,0,0.08,N,3,24,719,10431,8279,Self-Employed,3,0.68
23,36000,RENT,2.0,MEDICAL,D,16750,15.28,1,0.47,Y,4,48,628,17304,0,Salaried,0,0.47
22,44500,RENT,1.0,DEBTCONSOLIDATION,B,16750,10.75,1,0.38,N,4,60,771,18526,0,Freelancer,5,0.94
26,45000,RENT,10.0,MEDICAL,C,16750,12.41,1,0.37,N,3,24,704,18933,0,Salaried,3,0.71
23,46272,RENT,7.0,DEBTCONSOLIDATION,B,16750,11.99,1,0.36,N,3,60,705,25183,0,Self-Employed,1,0.47
24,25000,MORTGAGE,1.0,MEDICAL,B,4000,11.11,0,0.16,N,2,36,596,12270,0,Self-Employed,5,1.16
26,42000,RENT,0.0,HOMEIMPROVEMENT,D,16750,17.58,1,0.4,N,3,12,719,23974,0,Unemployed,1,0.52
22,50496,RENT,6.0,MEDICAL,C,16750,13.11,1,0.33,Y,4,36,705,32063,26847,Salaried,1,0.43
23,54000,RENT,7.0,VENTURE,C,16750,,1,0.31,N,4,24,761,36568,31435,Freelancer,5,0.77
24,54000,RENT,0.0,PERSONAL,G,16750,20.11,1,0.31,Y,2,48,664,19469,0,Unemployed,5,0.77
23,54996,RENT,4.0,EDUCATION,B,16700,10.37,0,0.3,N,3,60,630,30273,0,Self-Employed,3,0.58
25,59160,RENT,0.0,HOMEIMPROVEMENT,E,16600,14.18,1,0.28,N,4,12,645,31529,20725,Freelancer,3,0.53
26,70000,RENT,9.0,MEDICAL,C,16525,13.92,0,0.24,Y,2,60,654,45274,0,Self-Employed,0,0.24
25,98400,RENT,4.0,PERSONAL,D,16525,15.28,0,0.17,Y,3,24,624,64782,0,Salaried,1,0.22
22,40428,RENT,4.0,MEDICAL,B,16500,10.75,1,0.41,N,2,60,744,24426,0,Self-Employed,0,0.41
26,47000,RENT,0.0,MEDICAL,A,16500,,1,0.35,N,4,12,746,25294,0,Unemployed,1,0.46
23,47000,RENT,5.0,VENTURE,B,16500,10.62,1,0.35,N,3,24,670,17846,0,Self-Employed,2,0.56
22,48000,RENT,6.0,MEDICAL,A,16500,8.9,1,0.34,N,4,60,660,19711,17649,Self-Employed,2,0.55
25,25000,OWN,2.0,VENTURE,A,1500,6.76,0,0.06,N,4,48,589,13527,0,Freelancer,3,0.66
25,56000,RENT,0.0,HOMEIMPROVEMENT,D,16500,12.8,1,0.29,Y,3,24,714,19921,15486,Self-Employed,1,0.38
25,57504,RENT,2.0,HOMEIMPROVEMENT,A,16500,9.32,1,0.29,N,3,24,762,21482,0,Self-Employed,3,0.55
24,25000,MORTGAGE,3.0,VENTURE,A,9000,7.14,0,0.36,N,4,48,648,16614,0,Self-Employed,3,0.96
26,25000,OWN,7.0,VENTURE,A,11500,7.88,0,0.46,N,3,36,674,17063,0,Freelancer,5,1.46
25,25000,OWN,3.0,EDUCATION,A,3000,6.76,0,0.12,N,2,12,701,7552,16847,Self-Employed,0,0.12
26,83300,RENT,2.0,MEDICAL,D,16500,16.77,1,0.17,N,4,36,766,53727,0,Self-Employed,3,0.38
24,45000,RENT,1.0,PERSONAL,C,16425,13.49,1,0.36,Y,2,60,689,30384,0,Freelancer,5,0.92
24,61000,RENT,3.0,HOMEIMPROVEMENT,B,16400,10.99,0,0.27,N,4,48,689,31128,47351,Self-Employed,5,0.68
22,27600,RENT,2.0,DEBTCONSOLIDATION,B,16300,,1,0.59,N,4,36,688,13235,0,Unemployed,1,0.77
26,47000,RENT,5.0,PERSONAL,B,16250,12.42,1,0.35,N,4,24,608,31373,0,Unemployed,0,0.35
21,25000,MORTGAGE,6.0,PERSONAL,A,1000,7.51,0,0.04,N,3,60,607,7575,17277,Self-Employed,3,0.64
22,54000,RENT,3.0,DEBTCONSOLIDATION,B,16075,10.37,0,0.3,N,3,60,639,34354,0,Salaried,3,0.58
25,39000,RENT,1.0,HOMEIMPROVEMENT,E,16050,17.14,1,0.41,Y,3,36,730,16326,0,Salaried,1,0.54
23,30000,RENT,1.0,EDUCATION,C,16000,13.23,1,0.53,N,2,36,663,16693,0,Self-Employed,0,0.53
22,33000,RENT,1.0,VENTURE,B,16000,10.99,1,0.48,N,2,48,653,14166,0,Freelancer,5,1.24
26,35000,RENT,2.0,EDUCATION,A,16000,6.03,1,0.46,N,4,12,652,17821,0,Freelancer,4,1.03
26,25000,MORTGAGE,0.0,MEDICAL,D,6250,15.31,1,0.25,N,4,36,673,15583,0,Salaried,0,0.25
24,35000,RENT,2.0,MEDICAL,B,16000,11.71,1,0.46,N,3,36,765,13037,0,Freelancer,1,0.6
24,35500,RENT,3.0,PERSONAL,A,16000,,1,0.45,N,4,24,672,20077,0,Self-Employed,1,0.59
23,25000,MORTGAGE,0.0,PERSONAL,C,4750,13.57,0,0.19,N,2,60,640,16483,0,Self-Employed,4,0.99
21,25000,MORTGAGE,4.0,VENTURE,C,2800,,0,0.11,Y,3,12,681,16510,0,Self-Employed,5,1.11
22,36900,RENT,5.0,VENTURE,A,16000,7.9,1,0.43,N,2,24,767,24267,0,Salaried,5,1.11
25,38000,RENT,8.0,MEDICAL,C,16000,12.87,1,0.42,Y,3,48,654,19280,0,Salaried,5,1.08
25,39000,RENT,6.0,VENTURE,D,16000,15.65,1,0.41,Y,3,48,620,23676,0,Freelancer,1,0.54
24,39996,RENT,1.0,MEDICAL,B,16000,10.71,1,0.4,N,2,36,654,19147,0,Freelancer,2,0.65
22,25000,OWN,1.0,VENTURE,B,6000,11.89,0,0.24,N,2,36,686,12101,16348,Self-Employed,2,0.64
25,25000,OWN,1.0,VENTURE,C,4800,12.53,0,0.19,N,3,48,714,10338,0,Unemployed,2,0.59
25,40000,RENT,3.0,EDUCATION,B,16000,11.71,1,0.4,N,4,36,730,16563,26176,Unemployed,1,0.52
23,40000,RENT,3.0,EDUCATION,C,16000,12.99,1,0.4,Y,2,12,627,12605,0,Salaried,4,0.9
22,40000,RENT,1.0,EDUCATION,B,16000,8.88,1,0.4,N,3,36,632,20503,0,Salaried,4,0.9
21,40000,RENT,0.0,EDUCATION,B,16000,11.83,1,0.4,N,4,60,663,16940,24878,Freelancer,5,1.02
22,34000,RENT,0.0,EDUCATION,D,16000,13.24,1,0.47,N,3,36,714,12752,8585,Unemployed,2,0.76
21,41900,RENT,2.0,VENTURE,C,16000,12.84,1,0.38,Y,2,24,616,14609,0,Salaried,3,0.74
24,42494,RENT,7.0,VENTURE,B,16000,11.71,1,0.38,N,3,12,649,18646,0,Freelancer,2,0.61
23,25000,MORTGAGE,4.0,MEDICAL,A,5000,9.32,0,0.2,N,2,24,650,16490,0,Unemployed,0,0.2
22,25000,OWN,1.0,PERSONAL,A,11100,9.63,0,0.44,N,3,24,727,12664,0,Freelancer,4,1.24
24,42856,RENT,8.0,DEBTCONSOLIDATION,A,16000,8.9,1,0.37,N,3,60,706,22404,0,Self-Employed,1,0.49
25,43000,RENT,3.0,VENTURE,B,16000,11.49,1,0.37,N,2,12,725,13834,0,Unemployed,3,0.72
25,25000,OWN,7.0,MEDICAL,B,1525,10.95,0,0.06,N,2,12,746,12698,0,Salaried,4,0.86
24,25000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000,9.32,0,0.28,N,2,12,664,14176,0,Salaried,3,0.88
23,44000,RENT,7.0,EDUCATION,A,16000,8.49,1,0.36,N,4,12,620,15852,25643,Salaried,1,0.48
24,44000,RENT,8.0,MEDICAL,A,16000,7.49,1,0.36,N,2,12,620,30510,15720,Unemployed,3,0.7
26,25000,MORTGAGE,1.0,VENTURE,C,12000,12.09,1,0.48,N,2,60,588,16651,0,Freelancer,1,0.68
24,25000,MORTGAGE,1.0,MEDICAL,A,6500,,0,0.26,N,4,36,657,17431,0,Freelancer,2,0.66
22,38400,RENT,4.0,VENTURE,C,16000,11.54,1,0.42,Y,3,24,660,17054,0,Unemployed,1,0.55
24,25000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,8.0,0,0.4,N,2,12,719,15722,0,Self-Employed,4,1.2
24,39000,RENT,2.0,DEBTCONSOLIDATION,E,16000,19.91,1,0.41,Y,3,36,680,16828,27838,Freelancer,4,0.92
22,45000,RENT,6.0,DEBTCONSOLIDATION,B,16000,10.59,1,0.36,N,4,36,655,26984,0,Freelancer,2,0.58
21,25000,OWN,0.0,MEDICAL,B,8800,9.33,0,0.35,N,3,24,674,16978,10943,Freelancer,3,0.95
24,39000,RENT,2.0,HOMEIMPROVEMENT,C,16000,13.06,1,0.41,N,2,60,628,14118,0,Salaried,5,1.05
24,25040,MORTGAGE,1.0,VENTURE,A,5000,5.79,0,0.2,N,4,48,731,8917,19427,Salaried,0,0.2
22,25062,OWN,4.0,DEBTCONSOLIDATION,D,4000,16.49,0,0.16,Y,2,48,640,8565,0,Freelancer,2,0.56
23,25100,OWN,7.0,EDUCATION,D,10800,14.59,0,0.43,Y,3,36,623,15545,7512,Freelancer,5,1.43
26,25104,OWN,0.0,DEBTCONSOLIDATION,D,5400,16.49,0,0.22,N,2,24,720,14225,0,Unemployed,1,0.41
23,39000,RENT,1.0,PERSONAL,B,16000,11.36,1,0.41,N,3,48,708,19848,16239,Salaried,4,0.92
25,39000,RENT,9.0,MEDICAL,D,16000,14.11,1,0.41,Y,2,36,593,23773,0,Unemployed,0,0.41
22,25200,MORTGAGE,2.0,PERSONAL,A,7000,6.03,0,0.28,N,4,60,722,16127,0,Freelancer,3,0.87
23,48000,RENT,2.0,EDUCATION,B,16000,10.0,1,0.33,N,4,48,642,32630,33733,Freelancer,4,0.75
22,42000,RENT,0.0,VENTURE,D,16000,16.0,1,0.38,N,3,36,661,15981,21516,Salaried,2,0.62
25,50000,RENT,3.0,VENTURE,D,16000,17.58,1,0.32,N,4,36,689,23833,20652,Unemployed,1,0.42
24,25200,OWN,1.0,MEDICAL,C,3200,15.23,0,0.13,Y,2,12,709,16863,0,Self-Employed,2,0.52
23,25200,MORTGAGE,,MEDICAL,A,1200,7.49,0,0.05,N,3,60,702,12210,0,Salaried,2,0.44
24,50000,RENT,6.0,HOMEIMPROVEMENT,C,16000,13.99,1,0.32,Y,2,12,677,24753,31742,Salaried,4,0.72
25,25200,OWN,5.0,HOMEIMPROVEMENT,D,1200,15.99,0,0.05,Y,3,24,658,17059,18567,Unemployed,2,0.44
24,50000,RENT,8.0,VENTURE,B,16000,10.62,1,0.32,N,2,12,700,29693,0,Freelancer,3,0.62
22,44000,RENT,1.0,EDUCATION,E,16000,16.35,1,0.36,N,3,12,674,22916,0,Freelancer,3,0.7
24,51000,RENT,8.0,MEDICAL,C,16000,13.85,1,0.31,N,3,48,770,22588,0,Self-Employed,1,0.41
23,45000,RENT,7.0,MEDICAL,E,16000,16.45,1,0.36,Y,4,36,709,29976,0,Freelancer,1,0.47
21,52000,RENT,5.0,PERSONAL,D,16000,15.7,1,0.31,N,4,60,633,15785,0,Self-Employed,5,0.79
22,53000,RENT,2.0,EDUCATION,A,16000,7.9,0,0.3,N,4,12,656,22705,0,Self-Employed,1,0.4
24,54000,RENT,6.0,DEBTCONSOLIDATION,A,16000,,0,0.3,N,4,60,682,36635,35935,Salaried,0,0.3
22,25200,MORTGAGE,7.0,MEDICAL,C,4000,12.73,1,0.16,N,2,12,744,12581,0,Unemployed,3,0.75
25,49000,RENT,2.0,DEBTCONSOLIDATION,C,16000,,1,0.33,N,4,24,750,26927,0,Self-Employed,1,0.43
22,55000,RENT,6.0,VENTURE,C,16000,,0,0.29,Y,3,12,660,28217,16362,Unemployed,4,0.65
21,55000,RENT,5.0,DEBTCONSOLIDATION,A,16000,8.94,0,0.29,N,2,48,633,25241,25581,Self-Employed,2,0.47
21,25200,MORTGAGE,0.0,PERSONAL,C,6500,14.26,1,0.26,Y,2,36,626,14266,0,Freelancer,3,0.85
22,25200,MORTGAGE,1.0,PERSONAL,C,7000,13.92,0,0.28,N,3,24,692,15286,0,Salaried,4,1.07
25,58000,RENT,9.0,PERSONAL,A,16000,,0,0.28,N,2,12,795,25854,0,Self-Employed,0,0.28
25,52000,RENT,9.0,EDUCATION,C,16000,13.98,1,0.31,N,3,60,706,27882,0,Freelancer,0,0.31
23,25200,OWN,3.0,EDUCATION,B,1000,11.48,0,0.04,N,4,24,600,8394,0,Self-Employed,5,1.03
22,25200,MORTGAGE,0.0,MEDICAL,B,1000,11.48,1,0.04,N,3,24,643,13079,0,Freelancer,2,0.44
22,52500,RENT,1.0,MEDICAL,B,16000,12.69,1,0.3,N,3,12,648,31452,0,Self-Employed,0,0.3
26,60000,RENT,10.0,DEBTCONSOLIDATION,A,16000,7.49,0,0.27,N,2,24,638,32045,0,Freelancer,1,0.35
24,54000,RENT,0.0,HOMEIMPROVEMENT,D,16000,15.65,1,0.3,N,4,60,660,35174,0,Self-Employed,3,0.57
26,54000,RENT,2.0,VENTURE,D,16000,14.83,1,0.3,N,2,24,698,22381,24266,Self-Employed,3,0.57
24,25344,MORTGAGE,5.0,MEDICAL,D,4000,16.49,1,0.16,N,3,60,714,12588,7802,Self-Employed,5,1.14
22,61000,RENT,3.0,VENTURE,C,16000,,0,0.26,Y,2,12,734,20434,0,Unemployed,2,0.43
23,62000,RENT,7.0,VENTURE,A,16000,7.49,0,0.26,N,2,36,706,35960,38753,Salaried,3,0.5
23,25480,MORTGAGE,7.0,PERSONAL,B,5000,9.99,0,0.2,N,3,24,582,12157,0,Unemployed,0,0.2
23,25500,MORTGAGE,2.0,DEBTCONSOLIDATION,C,7850,13.49,0,0.31,N,4,36,627,13059,15076,Unemployed,5,1.29
22,25500,MORTGAGE,0.0,VENTURE,A,7000,6.99,0,0.27,N,2,60,672,8959,0,Unemployed,3,0.86
22,57175,RENT,6.0,HOMEIMPROVEMENT,F,16000,17.15,1,0.28,N,4,24,687,39961,0,Self-Employed,3,0.54
26,25500,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5600,11.91,0,0.22,N,4,48,723,15523,0,Self-Employed,0,0.22
22,57336,RENT,6.0,MEDICAL,D,16000,17.27,1,0.28,N,3,36,682,26389,21180,Salaried,2,0.45
25,25568,MORTGAGE,7.0,EDUCATION,C,12000,13.47,1,0.47,Y,2,24,682,13499,0,Unemployed,3,1.06
23,64000,RENT,2.0,PERSONAL,B,16000,10.74,0,0.25,N,3,36,691,35039,30252,Unemployed,5,0.64
24,58575,RENT,2.0,MEDICAL,F,16000,19.47,1,0.27,N,2,24,667,40083,0,Freelancer,3,0.53
22,64800,RENT,1.0,EDUCATION,B,16000,10.37,0,0.25,N,4,12,684,39356,0,Unemployed,3,0.48
21,65000,RENT,5.0,PERSONAL,B,16000,9.91,0,0.25,N,3,36,736,28591,47148,Unemployed,5,0.63
24,25632,MORTGAGE,4.0,EDUCATION,B,1500,9.91,0,0.06,N,3,48,675,17713,0,Salaried,2,0.45
22,65000,RENT,6.0,MEDICAL,A,16000,8.49,0,0.25,N,4,48,678,27346,35048,Freelancer,1,0.32
22,25788,OWN,2.0,VENTURE,B,3500,12.18,0,0.14,N,2,60,678,13687,9213,Freelancer,4,0.91
22,65000,RENT,6.0,PERSONAL,A,16000,7.88,0,0.25,N,3,24,744,37717,0,Freelancer,2,0.4
24,59000,RENT,2.0,MEDICAL,E,16000,16.45,1,0.27,N,2,36,624,24098,0,Freelancer,0,0.27
23,65000,RENT,7.0,PERSONAL,D,16000,14.59,0,0.25,N,4,60,768,44365,0,Unemployed,5,0.63
22,25920,MORTGAGE,7.0,VENTURE,B,11325,10.65,0,0.44,N,3,36,621,10016,0,Salaried,2,0.82
22,65000,RENT,6.0,DEBTCONSOLIDATION,C,16000,13.47,0,0.25,Y,3,24,647,30986,31320,Unemployed,2,0.4
22,59000,RENT,4.0,MEDICAL,E,16000,16.32,1,0.27,N,3,48,717,21945,0,Unemployed,1,0.36
25,66000,RENT,6.0,HOMEIMPROVEMENT,B,16000,10.0,0,0.24,N,4,12,731,42899,0,Unemployed,0,0.24
22,25992,OTHER,6.0,DEBTCONSOLIDATION,B,3000,9.45,0,0.12,N,3,48,609,10101,0,Freelancer,0,0.12
23,60996,RENT,0.0,HOMEIMPROVEMENT,E,16000,16.0,1,0.26,N,3,60,625,19146,45044,Salaried,3,0.51
23,62500,RENT,4.0,DEBTCONSOLIDATION,D,16000,14.54,1,0.26,N,2,12,693,19723,14302,Salaried,4,0.58
23,63000,RENT,0.0,EDUCATION,D,16000,14.42,1,0.25,N,3,60,797,29326,0,Salaried,4,0.57
25,26000,MORTGAGE,3.0,EDUCATION,B,3825,11.71,0,0.15,N,2,24,742,13236,0,Self-Employed,4,0.92
20,64000,RENT,3.0,VENTURE,D,16000,15.31,1,0.25,Y,4,12,667,20265,0,Freelancer,0,0.25
24,72000,RENT,8.0,PERSONAL,C,16000,13.06,0,0.22,Y,2,60,559,24274,0,Self-Employed,1,0.29
26,74000,RENT,4.0,HOMEIMPROVEMENT,D,16000,14.84,0,0.22,Y,3,24,684,25084,0,Unemployed,3,0.42
24,74337,RENT,8.0,PERSONAL,B,16000,11.86,0,0.22,N,3,48,698,42178,0,Salaried,0,0.22
26,74999,RENT,4.0,HOMEIMPROVEMENT,D,16000,17.27,0,0.21,Y,4,24,660,31494,0,Freelancer,3,0.41
26,26000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.99,0,0.27,N,4,36,637,13650,14816,Salaried,3,0.85
26,26000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,12000,,0,0.46,N,3,24,687,8566,18284,Unemployed,3,1.04
26,75000,RENT,1.0,VENTURE,B,16000,,0,0.21,N,2,24,632,49263,0,Self-Employed,2,0.35
23,26000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7800,10.59,0,0.3,N,4,36,773,10966,14298,Salaried,1,0.49
26,75000,RENT,2.0,PERSONAL,C,16000,13.35,0,0.21,Y,2,60,755,45846,21467,Freelancer,1,0.28
23,26000,MORTGAGE,7.0,MEDICAL,A,5000,7.91,0,0.19,N,2,60,712,16397,0,Unemployed,4,0.96
24,69000,RENT,2.0,DEBTCONSOLIDATION,B,16000,11.89,1,0.23,N,4,24,684,47966,0,Self-Employed,2,0.38
21,20000,RENT,2.0,DEBTCONSOLIDATION,C,1000,14.26,0,0.05,Y,2,36,646,11928,9416,Self-Employed,3,0.8
25,26000,OWN,,EDUCATION,A,10000,5.79,0,0.38,N,3,36,678,12405,18252,Salaried,4,1.15
23,26000,OWN,7.0,PERSONAL,B,2000,10.36,0,0.08,N,2,48,761,9387,0,Self-Employed,0,0.08
22,26000,MORTGAGE,4.0,PERSONAL,B,4000,9.25,0,0.15,N,2,60,723,8297,0,Unemployed,3,0.73
21,26000,OWN,5.0,EDUCATION,A,6000,5.79,0,0.23,N,2,12,690,17017,0,Freelancer,0,0.23
25,23712,RENT,9.0,MEDICAL,B,1000,11.49,0,0.04,N,2,60,726,11350,0,Salaried,1,0.25
24,24000,RENT,1.0,PERSONAL,E,1000,17.99,1,0.04,N,3,60,707,14399,0,Salaried,2,0.46
23,26000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,10000,,1,0.38,Y,3,48,699,12961,0,Salaried,5,1.35
21,24000,RENT,0.0,MEDICAL,B,1000,10.99,1,0.04,N,2,12,729,15644,0,Salaried,2,0.46
22,24000,RENT,3.0,DEBTCONSOLIDATION,C,1000,12.84,0,0.04,Y,4,48,705,14396,16965,Unemployed,4,0.88
21,24960,RENT,0.0,EDUCATION,C,1000,13.98,0,0.04,N,4,12,722,8341,0,Unemployed,5,1.04
26,25000,RENT,1.0,MEDICAL,C,1000,14.65,0,0.04,Y,3,24,688,15021,0,Unemployed,3,0.64
22,25000,RENT,3.0,DEBTCONSOLIDATION,D,1000,15.95,1,0.04,N,2,12,667,10168,0,Self-Employed,3,0.64
26,26000,OWN,0.0,DEBTCONSOLIDATION,E,8500,16.45,1,0.33,N,3,48,652,15839,0,Freelancer,0,0.33
21,26000,MORTGAGE,5.0,MEDICAL,D,14500,14.61,1,0.56,Y,2,60,646,17664,15125,Freelancer,1,0.75
24,26000,MORTGAGE,8.0,MEDICAL,A,7000,7.74,0,0.27,N,2,12,599,17473,8472,Unemployed,1,0.46
22,28000,RENT,0.0,HOMEIMPROVEMENT,D,1000,16.29,1,0.04,Y,3,12,634,9800,0,Unemployed,4,0.75
25,28000,RENT,6.0,DEBTCONSOLIDATION,A,1000,7.51,0,0.04,N,3,36,632,9012,0,Unemployed,5,0.93
22,26000,MORTGAGE,2.0,EDUCATION,A,2000,7.4,0,0.08,N,2,60,654,15880,0,Salaried,2,0.46
22,28000,RENT,6.0,HOMEIMPROVEMENT,B,1000,10.25,1,0.04,N,4,24,758,16351,0,Self-Employed,0,0.04
24,28000,RENT,8.0,MEDICAL,B,1000,12.53,0,0.04,N,4,48,672,10373,0,Freelancer,4,0.75
23,28600,RENT,7.0,EDUCATION,A,1000,7.9,0,0.03,N,3,24,692,16411,0,Salaried,0,0.03
22,29000,RENT,4.0,VENTURE,A,1000,7.29,0,0.03,N,4,60,693,8879,0,Salaried,5,0.9
22,26000,MORTGAGE,6.0,VENTURE,C,17000,12.84,1,0.65,Y,4,12,759,14364,17718,Salaried,1,0.85
26,29000,RENT,2.0,MEDICAL,A,1000,7.74,0,0.03,N,4,12,651,18354,0,Self-Employed,4,0.72
24,30000,RENT,0.0,EDUCATION,A,1000,7.51,0,0.03,N,2,60,668,16702,0,Self-Employed,1,0.2
21,30000,RENT,0.0,EDUCATION,B,1000,10.99,0,0.03,N,4,12,674,9784,0,Freelancer,4,0.7
23,30000,RENT,,VENTURE,A,1000,7.49,0,0.03,N,3,12,736,20891,12784,Self-Employed,1,0.2
23,26000,MORTGAGE,2.0,VENTURE,E,7000,14.93,0,0.27,Y,4,12,747,11503,0,Freelancer,4,1.04
21,30000,RENT,0.0,DEBTCONSOLIDATION,A,1000,,0,0.03,N,3,48,703,13565,14892,Salaried,2,0.37
22,26000,MORTGAGE,3.0,PERSONAL,B,500,10.46,0,0.02,N,4,48,741,8681,0,Self-Employed,0,0.02
26,30000,RENT,2.0,EDUCATION,A,1000,9.63,0,0.03,N,3,36,688,11005,0,Self-Employed,1,0.2
25,26004,MORTGAGE,3.0,EDUCATION,B,10000,9.91,0,0.38,N,2,24,671,10621,13139,Freelancer,1,0.58
22,26004,MORTGAGE,1.0,EDUCATION,A,5000,5.42,0,0.19,N,4,60,738,16114,0,Freelancer,5,1.15
25,30035,RENT,9.0,MEDICAL,C,1000,12.87,0,0.03,Y,2,60,704,17321,0,Salaried,3,0.53
26,26004,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,11.99,0,0.23,N,2,60,643,13872,0,Self-Employed,5,1.19
22,26004,MORTGAGE,4.0,EDUCATION,A,5000,7.49,0,0.19,N,2,36,729,16787,0,Unemployed,5,1.15
